species	read_count_below_10	RPMM_below_300
1_AP012159_1_Komagataeibacter_medellinensis_NBRC_3288_DNA__complete_genome_BAC	yes	yes
1_AP012204_1_Microlunatus_phosphovorus_NM_1_DNA__complete_genome_BAC	yes	yes
1_AP012206_1_Bradyrhizobium_japonicum_USDA_6_DNA__complete_genome_BAC	yes	yes
1_AP012273_1_Thiolapillus_brandeum_DNA__complete_genome_BAC	yes	yes
1_AP012282_1_Melissococcus_plutonius_DAT561_DNA__complete_genome_BAC	yes	yes
1_AP012292_1_Selenomonas_ruminantium_subsp__lactilytica_TAM6421_DNA__complete_genome_BAC	yes	yes
1_AP012325_1_Bifidobacterium_catenulatum_DSM_16992___JCM_1194___LMG_11043_DNA__complete_genome_BAC	yes	yes
1_AP012052_1_Microbacterium_testaceum_StLB037_DNA__complete_genome_BAC	yes	yes
1_AP012330_1_Bifidobacterium_pseudocatenulatum_DSM_20438___JCM_1200___LMG_10505_DNA__complete_genome_BAC	yes	yes
1_AP012331_1_Bifidobacterium_scardovii_JCM_12489___DSM_13734_DNA__complete_genome_BAC	yes	yes
1_AP012333_1_Parascardovia_denticolens_DSM_10105___JCM_12538_DNA__complete_genome_BAC	yes	yes
1_AP012337_1_Caldilinea_aerophila_DSM_14535___NBRC_104270_DNA__complete_genome_BAC	yes	yes
1_AP012338_1_Phycisphaera_mikurensis_NBRC_102666_DNA__complete_genome_BAC	yes	yes
1_AP012342_1_Leptospirillum_ferrooxidans_C2_3_DNA__complete_genome_BAC	yes	yes
1_AP012344_1_Helicobacter_cinaedi_PAGU611_DNA__complete_genome_BAC	yes	yes
1_AP012057_1_Ilumatobacter_coccineus_YM16_304_DNA__complete_genome_BAC	yes	yes
1_AP012051_1_Caldisericum_exile_AZM16c01_DNA__complete_genome_BAC	yes	yes
1_AP009389_1_Pelotomaculum_thermopropionicum_SI_DNA__complete_genome_BAC	yes	yes
1_AP011115_1_Rhodococcus_opacus_B4_DNA__complete_genome_BAC	yes	yes
1_AP009493_1_Streptomyces_griseus_subsp__griseus_NBRC_13350_DNA__complete_genome_BAC	yes	yes
1_AP009552_1_Microcystis_aeruginosa_NIES_843_DNA__complete_genome_BAC	yes	yes
1_AP010803_1_Sphingobium_japonicum_UT26S_DNA__chromosome_1__complete_genome_BAC	yes	yes
1_AP010904_1_Desulfovibrio_magneticus_RS_1_DNA__complete_genome_BAC	yes	yes
1_AP010935_1_Streptococcus_dysgalactiae_subsp__equisimilis_GGS_124_DNA__complete_genome_BAC	yes	yes
1_AP010969_1_Streptococcus_intermedius_JTH08_DNA__complete_genome_BAC	yes	yes
1_AP011112_1_Hydrogenobacter_thermophilus_TK_6_DNA__complete_genome_BAC	yes	yes
1_AP011121_1_Acetobacter_pasteurianus_IFO_3283_01_DNA__complete_genome_BAC	yes	yes
1_AP012050_1_Amphibacillus_xylanus_NBRC_15112_DNA__complete_genome_BAC	yes	yes
1_AP011177_1_Shewanella_violacea_DSS12_DNA__complete_genome_BAC	yes	yes
1_AP011529_1_Deferribacter_desulfuricans_SSM1_DNA__complete_genome_BAC	yes	yes
1_AP011533_1_Rickettsia_japonica_YH_DNA__complete_genome_BAC	yes	yes
1_AP012027_1_Erysipelothrix_rhusiopathiae_str__Fujisawa_DNA__complete_genome_BAC	yes	yes
1_AP012029_1_Anaerolinea_thermophila_UNI_1_DNA__complete_genome_BAC	yes	yes
1_AP012035_1_Acidiphilium_multivorum_AIU301_DNA__complete_genome_BAC	yes	yes
1_AP012044_1_Oscillibacter_valericigenes_Sjm18_20_DNA__complete_genome_BAC	yes	yes
1_AE017355_1_Bacillus_thuringiensis_serovar_konkukian_str__97_27__complete_genome_BAC	yes	yes
1_AE017340_1_Idiomarina_loihiensis_L2TR__complete_genome_BAC	yes	yes
1_AP012549_1_Cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_DNA__complete_genome_BAC	yes	yes
1_AE017308_1_Mycoplasma_mobile_163K_complete_genome_BAC	yes	yes
1_AE000512_1_Thermotoga_maritima_MSB8__complete_genome_BAC	yes	yes
1_AE000513_1_Deinococcus_radiodurans_R1_chromosome_1__complete_sequence_BAC	yes	yes
1_AE000516_2_Mycobacterium_tuberculosis_CDC1551__complete_genome_BAC	yes	yes
1_AE000520_1_Treponema_pallidum_subsp__pallidum_str__Nichols_complete_genome_BAC	yes	yes
1_AE000657_1_Aquifex_aeolicus_VF5__complete_genome_BAC	yes	yes
1_AE000783_1_Borrelia_burgdorferi_B31__complete_genome_BAC	yes	yes
1_AE001273_1_Chlamydia_trachomatis_D_UW_3_CX__complete_genome_BAC	yes	yes
1_AE001437_1_Clostridium_acetobutylicum_ATCC_824__complete_genome_BAC	yes	yes
1_AE002160_2_Chlamydia_muridarum_Nigg__complete_genome_BAC	yes	yes
1_AE002163_1_Chlamydia_phage_phiCPAR39__complete_sequence_BAC	yes	yes
1_AE003852_1_Vibrio_cholerae_O1_biovar_eltor_str__N16961_chromosome_I__complete_sequence_BAC	yes	yes
1_AE004092_2_Streptococcus_pyogenes_M1_GAS__complete_genome_BAC	yes	yes
1_AE004439_1_Pasteurella_multocida_subsp__multocida_str__Pm70__complete_genome_BAC	yes	yes
1_AE004969_1_Neisseria_gonorrhoeae_FA_1090__complete_genome_BAC	yes	yes
1_AE005176_1_Lactococcus_lactis_subsp__lactis_Il1403__complete_genome_BAC	yes	yes
1_AE005672_3_Streptococcus_pneumoniae_TIGR4__complete_genome_BAC	yes	yes
1_AE005673_1_Caulobacter_crescentus_CB15__complete_genome_BAC	yes	yes
1_AE000511_1_Helicobacter_pylori_26695__complete_genome_BAC	yes	yes
1_1_1_Y	yes	yes
1_1_1_X	yes	yes
1_1_1_21	yes	yes
1_1_1_12	yes	yes
1_1_1_15	yes	yes
1_1_1_16	yes	yes
1_1_1_17	yes	yes
1_1_1_18	yes	yes
1_1_1_19	yes	yes
1_1_1_20	yes	yes
1_1_1_22	yes	yes
1_1_1_MT	yes	yes
1_1_1_2	yes	yes
1_1_1_3	yes	yes
1_1_1_5	yes	yes
1_1_1_6	yes	yes
1_1_1_7	yes	yes
1_1_1_8	yes	yes
1_1_1_9	yes	yes
1_AE006470_1_Chlorobium_tepidum_TLS__complete_genome_BAC	yes	yes
1_AE006914_1_Rickettsia_conorii_str__Malish_7__complete_genome_BAC	yes	yes
1_AE007869_2_Agrobacterium_tumefaciens_str__C58_circular_chromosome__complete_sequence_BAC	yes	yes
1_AE017196_1_Wolbachia_endosymbiont_of_Drosophila_melanogaster__complete_genome_BAC	yes	yes
1_AE016827_1_Mannheimia_succiniciproducens_MBEL55E__complete_genome_BAC	yes	yes
1_AE016828_3_Coxiella_burnetii_RSA_493__complete_genome_BAC	yes	yes
1_AE016877_1_Bacillus_cereus_ATCC_14579__complete_genome_BAC	yes	yes
1_AE016879_1_Bacillus_anthracis_str__Ames__complete_genome_BAC	yes	yes
1_AE016958_1_Mycobacterium_avium_subsp__paratuberculosis_str__k10__complete_genome_BAC	yes	yes
1_AE017125_1_Helicobacter_hepaticus_ATCC_51449__complete_genome_BAC	yes	yes
1_AE017126_1_Prochlorococcus_marinus_subsp__marinus_str__CCMP1375_complete_genome_BAC	yes	yes
1_AE017197_1_Rickettsia_typhi_str__Wilmington__complete_genome_BAC	yes	yes
1_AE016822_1_Leifsonia_xyli_subsp__xyli_str__CTCB07__complete_genome_BAC	yes	yes
1_AE017221_1_Thermus_thermophilus_HB27__complete_genome_BAC	yes	yes
1_AE017223_1_Brucella_abortus_biovar_1_str__9_941_chromosome_I__complete_sequence_BAC	yes	yes
1_AE017226_1_Treponema_denticola_ATCC_35405__complete_genome_BAC	yes	yes
1_AE017243_1_Mycoplasma_hyopneumoniae_J__complete_genome_BAC	yes	yes
1_AE017245_1_Mycoplasma_synoviae_53__complete_genome_BAC	yes	yes
1_AE017263_1_Mesoplasma_florum_L1_complete_genome_BAC	yes	yes
1_AE017282_2_Methylococcus_capsulatus_str__Bath__complete_genome_BAC	yes	yes
1_AE016823_1_Leptospira_interrogans_serovar_Copenhageni_str__Fiocruz_L1_130__chromosome_I__complete_sequence_BAC	yes	yes
1_AE015928_1_Bacteroides_thetaiotaomicron_VPI_5482__complete_genome_BAC	yes	yes
1_AE008691_1_Thermoanaerobacter_tengcongensis_MB4__complete_genome_BAC	yes	yes
1_AE013218_1_Buchnera_aphidicola_str__Sg__Schizaphis_graminum___complete_genome_BAC	yes	yes
1_AE008692_2_Zymomonas_mobilis_subsp__mobilis_ZM4__complete_genome_BAC	yes	yes
1_AE008917_1_Brucella_melitensis_bv__1_str__16M_chromosome_I__complete_sequence_BAC	yes	yes
1_AE008923_1_Xanthomonas_axonopodis_pv__citri_str__306__complete_genome_BAC	yes	yes
1_AE009440_1_Chlamydophila_pneumoniae_TW_183__complete_genome_BAC	yes	yes
1_AE009948_1_Streptococcus_agalactiae_2603V_R__complete_genome_BAC	yes	yes
1_AE009951_2_Fusobacterium_nucleatum_subsp__nucleatum_ATCC_25586__complete_genome_BAC	yes	yes
1_AE009952_1_Yersinia_pestis_KIM10+__complete_genome_BAC	yes	yes
1_AE013598_1_Xanthomonas_oryzae_pv__oryzae_KACC_10331__complete_genome_BAC	yes	yes
1_AE015927_1_Clostridium_tetani_E88__complete_genome_BAC	yes	yes
1_AE014133_2_Streptococcus_mutans_UA159__complete_genome_BAC	yes	yes
1_AE014184_1_Tropheryma_whipplei_str__Twist__complete_genome_BAC	yes	yes
1_AE014291_4_Brucella_suis_1330_chromosome_I__complete_sequence_BAC	yes	yes
1_AE014295_3_Bifidobacterium_longum_NCC2705__complete_genome_BAC	yes	yes
1_AE014299_2_Shewanella_oneidensis_MR_1__complete_genome_BAC	yes	yes
1_AE015924_1_Porphyromonas_gingivalis_W83__complete_genome_BAC	yes	yes
1_AE015925_1_Chlamydophila_caviae_GPIC__complete_genome_BAC	yes	yes
1_AP012547_1_Sulfuritalea_hydrogenivorans_sk43H_DNA__complete_genome_BAC	yes	yes
1_AP012551_1_Plautia_stali_symbiont_DNA__complete_genome_BAC	yes	yes
1_CP000453_1_Alkalilimnicola_ehrlichii_MLHE_1__complete_genome_BAC	yes	yes
1_CP000027_1_Dehalococcoides_mccartyi_195_chromosome__complete_genome_BAC	yes	yes
1_CP000116_1_Thiobacillus_denitrificans_ATCC_25259__complete_genome_BAC	yes	yes
1_CP000117_1_Anabaena_variabilis_ATCC_29413__complete_genome_BAC	yes	yes
1_CP000123_1_Mycoplasma_capricolum_subsp__capricolum_ATCC_27343__complete_genome_BAC	yes	yes
1_CP000127_1_Nitrosococcus_oceani_ATCC_19707__complete_genome_BAC	yes	yes
1_CP000140_1_Parabacteroides_distasonis_ATCC_8503__complete_genome_BAC	yes	yes
1_CP000141_1_Carboxydothermus_hydrogenoformans_Z_2901__complete_genome_BAC	yes	yes
1_CP000142_2_Pelobacter_carbinolicus_DSM_2380__complete_genome_BAC	yes	yes
1_CP000148_1_Geobacter_metallireducens_GS_15__complete_genome_BAC	yes	yes
1_CP000151_1_Burkholderia_lata_strain_383_chromosome_1__complete_sequence_BAC	yes	yes
1_CP000153_1_Sulfurimonas_denitrificans_DSM_1251__complete_genome_BAC	yes	yes
1_CP000154_2_Paenibacillus_polymyxa_E681__complete_genome_BAC	yes	yes
1_CP000155_1_Hahella_chejuensis_KCTC_2396__complete_genome_BAC	yes	yes
1_CP000157_1_Erythrobacter_litoralis_HTCC2594__complete_genome_BAC	yes	yes
1_CP000158_1_Hyphomonas_neptunium_ATCC_15444__complete_genome_BAC	yes	yes
1_CP000159_1_Salinibacter_ruber_DSM_13855__complete_genome_BAC	yes	yes
1_CP000232_1_Moorella_thermoacetica_ATCC_39073__complete_genome_BAC	yes	yes
1_CP000233_1_Lactobacillus_salivarius_UCC118__complete_genome_BAC	yes	yes
1_CP000115_1_Nitrobacter_winogradskyi_Nb_255__complete_genome_BAC	yes	yes
1_CP000113_1_Myxococcus_xanthus_DK_1622__complete_genome_BAC	yes	yes
1_CP000112_1_Desulfovibrio_alaskensis_G20__complete_genome_BAC	yes	yes
1_CP000083_1_Colwellia_psychrerythraea_34H_chromosome__complete_genome_BAC	yes	yes
1_CP000031_2_Ruegeria_pomeroyi_DSS_3__complete_genome_BAC	yes	yes
1_CP000033_3_Lactobacillus_acidophilus_NCFM__complete_genome_BAC	yes	yes
1_CP000049_1_Borrelia_turicatae_91E135__complete_genome_BAC	yes	yes
1_CP000053_1_Rickettsia_felis_URRWXCal2__complete_genome_BAC	yes	yes
1_CP000057_2_Haemophilus_influenzae_86_028NP__complete_genome_BAC	yes	yes
1_CP000058_1_Pseudomonas_savastanoi_pv__phaseolicola_1448A_chromosome__complete_genome_BAC	yes	yes
1_CP000082_1_Psychrobacter_arcticus_273_4__complete_genome_BAC	yes	yes
1_CP000086_1_Burkholderia_thailandensis_E264_chromosome_I__complete_sequence_BAC	yes	yes
1_CP000109_2_Thiomicrospira_crunogena_XCL_2__complete_genome_BAC	yes	yes
1_CP000087_1_Rickettsia_bellii_RML369_C__complete_genome_BAC	yes	yes
1_CP000088_1_Thermobifida_fusca_YX__complete_genome_BAC	yes	yes
1_CP000089_1_Dechloromonas_aromatica_RCB__complete_genome_BAC	yes	yes
1_CP000096_1_Chlorobium_luteolum_DSM_273__complete_genome_BAC	yes	yes
1_CP000103_1_Nitrosospira_multiformis_ATCC_25196__complete_genome_BAC	yes	yes
1_CP000107_1_Ehrlichia_canis_str__Jake__complete_genome_BAC	yes	yes
1_CP000108_1_Chlorobium_chlorochromatii_CaD3__complete_genome_BAC	yes	yes
1_CP000235_1_Anaplasma_phagocytophilum_HZ__complete_genome_BAC	yes	yes
1_CP000236_1_Ehrlichia_chaffeensis_str__Arkansas__complete_genome_BAC	yes	yes
1_CP000237_1_Neorickettsia_sennetsu_strain_Miyayama__complete_genome_BAC	yes	yes
1_CP000414_1_Leuconostoc_mesenteroides_subsp__mesenteroides_ATCC_8293__complete_genome_BAC	yes	yes
1_CP000388_1_Pseudoalteromonas_atlantica_T6c__complete_genome_BAC	yes	yes
1_CP000393_1_Trichodesmium_erythraeum_IMS101__complete_genome_BAC	yes	yes
1_CP000394_2_Granulibacter_bethesdensis_CGDNIH1_chromosome__complete_genome_BAC	yes	yes
1_CP000407_1_Streptococcus_suis_05ZYH33__complete_genome_BAC	yes	yes
1_CP000409_1_Rickettsia_canadensis_str__McKiel__complete_genome_BAC	yes	yes
1_CP000411_1_Oenococcus_oeni_PSU_1__complete_genome_BAC	yes	yes
1_CP000412_1_Lactobacillus_delbrueckii_subsp__bulgaricus_ATCC_BAA_365__complete_genome_BAC	yes	yes
1_CP000422_1_Pediococcus_pentosaceus_ATCC_25745__complete_genome_BAC	yes	yes
1_CP000383_1_Cytophaga_hutchinsonii_ATCC_33406__complete_genome_BAC	yes	yes
1_CP000423_1_Lactobacillus_paracasei_ATCC_334__complete_genome_BAC	yes	yes
1_CP000431_1_Rhodococcus_jostii_RHA1__complete_genome_BAC	yes	yes
1_CP000436_1_Haemophilus_somnus_129PT__complete_genome_BAC	yes	yes
1_CP000447_1_Shewanella_frigidimarina_NCIMB_400__complete_genome_BAC	yes	yes
1_CP000448_1_Syntrophomonas_wolfei_subsp__wolfei_str__Goettingen_G311__complete_genome_BAC	yes	yes
1_CP000449_1_Maricaulis_maris_MCS10__complete_genome_BAC	yes	yes
1_CP000450_1_Nitrosomonas_eutropha_C91__complete_genome_BAC	yes	yes
1_CP000386_1_Rubrobacter_xylanophilus_DSM_9941__complete_genome_BAC	yes	yes
1_CP000382_1_Clostridium_novyi_NT__complete_genome_BAC	yes	yes
1_CP000238_1_Baumannia_cicadellinicola_str__Hc__Homalodisca_coagulata___complete_genome_BAC	yes	yes
1_CP000302_1_Shewanella_denitrificans_OS217__complete_genome_BAC	yes	yes
1_CP000248_1_Novosphingobium_aromaticivorans_DSM_12444__complete_genome_BAC	yes	yes
1_CP000249_1_Frankia_casuarinae_strain_CcI3_chromosome__complete_genome_BAC	yes	yes
1_CP000251_1_Anaeromyxobacter_dehalogenans_2CP_C__complete_genome_BAC	yes	yes
1_CP000252_1_Syntrophus_aciditrophicus_SB__complete_genome_BAC	yes	yes
1_CP000267_1_Rhodoferax_ferrireducens_T118__complete_genome_BAC	yes	yes
1_CP000282_1_Saccharophagus_degradans_2_40__complete_genome_BAC	yes	yes
1_CP000285_1_Chromohalobacter_salexigens_DSM_3043__complete_genome_BAC	yes	yes
1_CP000315_1_Clostridium_phage_phiSM101__complete_genome_BAC	yes	yes
1_CP000362_1_Roseobacter_denitrificans_OCh_114__complete_genome_BAC	yes	yes
1_CP000319_1_Nitrobacter_hamburgensis_X14__complete_genome_BAC	yes	yes
1_CP000323_1_Psychrobacter_cryohalolentis_K5__complete_genome_BAC	yes	yes
1_CP000325_1_Mycobacterium_ulcerans_Agy99__complete_genome_BAC	yes	yes
1_CP000348_1_Leptospira_borgpetersenii_serovar_Hardjo_bovis_L550_chromosome_1__complete_sequence_BAC	yes	yes
1_CP000356_1_Sphingopyxis_alaskensis_RB2256__complete_genome_BAC	yes	yes
1_CP000359_1_Deinococcus_geothermalis_DSM_11300__complete_genome_BAC	yes	yes
1_CP000361_1_Arcobacter_butzleri_RM4018__complete_genome_BAC	yes	yes
1_CP000030_1_Anaplasma_marginale_str__St__Maries__complete_genome_BAC	yes	yes
1_CP000023_1_Streptococcus_thermophilus_LMG_18311__complete_genome_BAC	yes	yes
1_AP013035_1_Thermosulfidibacter_takaii_ABI70S6_DNA__complete_genome_BAC	yes	yes
1_CP000020_2_Vibrio_fischeri_ES114_chromosome_I__complete_sequence_BAC	yes	yes
1_AP014800_1_Rhodovulum_sulfidophilum_DNA__complete_genome__strain__DSM_2351_BAC	yes	yes
1_AP014808_1_Lactobacillus_acetotolerans_DNA__complete_genome__strain__NBRC_13120_BAC	yes	yes
1_AP014879_1_Sulfuricaulis_limicola_DNA__complete_genome_BAC	yes	yes
1_AP014924_1_Limnochorda_pilosa_DNA__complete_genome__strain__HC45_BAC	yes	yes
1_AP014940_1_Lysobacter_enzymogenes_DNA__complete_genome__strain__M497_1_BAC	yes	yes
1_AP014945_1_Caldimicrobium_thiodismutans_DNA__complete_genome_BAC	yes	yes
1_AP014946_1_Variibacter_gotjawalensis_DNA__complete_genome_BAC	yes	yes
1_AP017312_1_Aneurinibacillus_soli_DNA__complete_genome_BAC	yes	yes
1_AP017313_1_Mucilaginibacter_gotjawali_DNA__complete_genome_BAC	yes	yes
1_AP017315_1_Microcella_alkaliphila_DNA__complete_genome__strain__JAM_AC0309_BAC	yes	yes
1_AP017372_2_Halorhodospira_halochloris_DNA__nearly_complete_genome__strain__DSM_1059_BAC	yes	yes
1_AP017422_1_Filimonas_lacunae_DNA__complete_genome__strain__NBRC_104114_BAC	yes	yes
1_AP017424_1_Streptomyces_laurentii_DNA__complete_genome__strain__ATCC_31255_BAC	yes	yes
1_AP017457_1_Aurantimicrobium_minutum_DNA__complete_genome__strain__KNC_BAC	yes	yes
1_AP017655_1_Sphingobium_cloacae_DNA__complete_genome__strain__JCM_10874_BAC	yes	yes
1_AP017894_1_Actinomyces_naeslundii_DNA__complete_genome_BAC	yes	yes
1_AP017895_1_Rothia_aeria_DNA__complete_genome_BAC	yes	yes
1_AP014724_1_Sulfurospirillum_cavolei_DNA__complete_genome_BAC	yes	yes
1_AP014704_1_Methylobacterium_aquaticum_DNA__complete_genome__strain__MA_22A_BAC	yes	yes
1_AP014690_1_Asaia_bogorensis_NBRC_16594_DNA__complete_genome_BAC	yes	yes
1_AP014568_1_Comamonadaceae_bacterium_A1_DNA__complete_genome_BAC	yes	yes
1_AP013066_1_Sulfuricella_denitrificans_skB26_DNA__complete_genome_BAC	yes	yes
1_AP013105_1_Adlercreutzia_equolifaciens_DSM_19450_DNA__complete_genome_BAC	yes	yes
1_AP014507_1_Pseudothermotoga_elfii_DSM_9442___NBRC_107921_DNA__complete_genome_BAC	yes	yes
1_AP014508_1_Pseudothermotoga_hypogea_DSM_11164___NBRC_106472_DNA__complete_genome_BAC	yes	yes
1_AP014509_1_Thermotoga_caldifontis_AZM44c09_DNA__complete_genome_BAC	yes	yes
1_AP014510_1_Thermotoga_profunda_AZM34c06_DNA__complete_genome_BAC	yes	yes
1_AP014564_1_Ichthyobacterium_seriolicida_DNA__complete_sequence_BAC	yes	yes
1_AP014609_1_Blattabacterium_cuenoti_BPAY_DNA__complete_genome__strain__BPAY_BAC	yes	yes
1_AP014683_1_Burkholderiales_bacterium_GJ_E10_DNA__complete_genome_BAC	yes	yes
1_AP014612_1_Streptococcus_troglodytae_TKU31_DNA__complete_genome_BAC	yes	yes
1_AP014631_1_Mycoplasma_canadense_DNA__complete_genome__strain__HAZ360_1_BAC	yes	yes
1_AP014633_1_Thioploca_ingrica_DNA__complete_genome_BAC	yes	yes
1_AP014635_1_Vibrio_tritonius_DNA__chromosome_1__complete_genome__strain__JCM_16456_BAC	yes	yes
1_AP014638_1_Leptolyngbya_boryana_IAM_M_101_DNA__complete_genome__strain__IAM_M_101_BAC	yes	yes
1_AP014648_1_Methyloceanibacter_caenitepidi_DNA__complete_genome__strain__Gela4_BAC	yes	yes
1_AP014657_1_Mycoplasma_arginini_DNA__complete_genome__strain__HAZ145_1_BAC	yes	yes
1_AP017902_1_Mycoplasma_bovigenitalium_DNA__complete_genome_BAC	yes	yes
1_AP017968_1_Fusobacterium_varium_Fv113_g1_DNA__complete_genome_BAC	yes	yes
1_AP018042_1_Marinifilaceae_bacterium_SPP2_DNA__complete_genome_BAC	yes	yes
1_BX470251_1_Photorhabdus_luminescens_subsp__laumondii_TTO1_complete_genome_BAC	yes	yes
1_BK006741_1_TPA_asm__Francisella_tularensis_subsp__holarctica_OSU18__complete_genome_BAC	yes	yes
1_BX119912_1_Rhodopirellula_baltica_SH_1_complete_genome_BAC	yes	yes
1_BX248353_1_Corynebacterium_diphtheriae_NCTC_13129__complete_genome_BAC	yes	yes
1_BX248583_1_Blochmannia_floridanus_complete_genome_BAC	yes	yes
1_BX293980_2_Mycoplasma_mycoides_subsp__mycoides_SC_str__PG1__complete_genome_BAC	yes	yes
1_BX470249_1_Bordetella_parapertussis_strain_12822__complete_genome_BAC	yes	yes
1_BX470250_1_Bordetella_bronchiseptica_strain_RB50__complete_genome_BAC	yes	yes
1_BX571656_1_Wolinella_succinogenes_DSM_1740__complete_genome_BAC	yes	yes
1_BA000043_1_Geobacillus_kaustophilus_HTA426_DNA__complete_genome_BAC	yes	yes
1_BX571965_1_Burkholderia_pseudomallei_strain_K96243__chromosome_1__complete_sequence_BAC	yes	yes
1_BX842601_2_Bdellovibrio_bacteriovorus_complete_genome__strain_HD100_BAC	yes	yes
1_BX897699_1_Bartonella_henselae_strain_Houston_1__complete_genome_BAC	yes	yes
1_BX897700_1_Bartonella_quintana_str__Toulouse__complete_genome_BAC	yes	yes
1_CP000009_1_Gluconobacter_oxydans_621H__complete_genome_BAC	yes	yes
1_CP000010_1_Burkholderia_mallei_ATCC_23344_chromosome_1__complete_sequence_BAC	yes	yes
1_CP000013_1_Borreliella_bavariensis_PBi_chromosome__complete_genome_BAC	yes	yes
1_BA000045_2_Gloeobacter_violaceus_PCC_7421_DNA__complete_genome_BAC	yes	yes
1_BA000040_2_Bradyrhizobium_diazoefficiens_USDA_110_DNA__complete_genome_BAC	yes	yes
1_AP018052_1_Thiohalobacter_thiocyanaticus_DNA__complete_genome__strain__FOKN1_BAC	yes	yes
1_BA000012_4_Mesorhizobium_loti_MAFF303099_DNA__complete_genome_BAC	yes	yes
1_AP018164_1_Mycobacterium_shigaense_DNA__complete_genome__strain__UN_152_BAC	yes	yes
1_AP018165_1_Mycobacterium_stephanolepidis_DNA__complete_genome_BAC	yes	yes
1_AP018685_1_Vibrio_rumoiensis_FERM_P_14531_DNA__chromosome_1__complete_geome_BAC	yes	yes
1_AP018689_1_Vibrio_aphrogenes_CA_1004_DNA__chromosome_1__complete_geome_BAC	yes	yes
1_AP018738_1_Ferriphaselus_amnicola_OYT1_DNA__complete_genome_BAC	yes	yes
1_AP018823_1_Aquitalea_magnusonii_H3_DNA__complete_genome_BAC	yes	yes
1_BA000004_3_Bacillus_halodurans_C_125_DNA__complete_genome_BAC	yes	yes
1_BA000016_3_Clostridium_perfringens_str__13_DNA__complete_genome_BAC	yes	yes
1_BA000039_2_Thermosynechococcus_elongatus_BP_1_DNA__complete_genome_BAC	yes	yes
1_BA000021_3_Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis_DNA__complete_genome_BAC	yes	yes
1_BA000026_2_Mycoplasma_penetrans_HF_2_DNA__complete_genome_BAC	yes	yes
1_BA000028_3_Oceanobacillus_iheyensis_HTE831_DNA__complete_genome_BAC	yes	yes
1_BA000030_4_Streptomyces_avermitilis_MA_4680___NBRC_14893_DNA__complete_genome_BAC	yes	yes
1_BA000031_2_Vibrio_parahaemolyticus_RIMD_2210633_DNA__chromosome_1__complete_sequence_BAC	yes	yes
1_BA000035_2_Corynebacterium_efficiens_YS_314_DNA__complete_genome_BAC	yes	yes
1_BA000037_2_Vibrio_vulnificus_YJ016_DNA__chromosome_I__complete_sequence_BAC	yes	yes
1_CP002343_1_Intrasporangium_calvum_DSM_43043__complete_genome_BAC	yes	yes
1_CP002344_1_Thermaerobacter_marianensis_DSM_12885__complete_genome_BAC	yes	yes
1_CP002345_1_Paludibacter_propionicigenes_WB4__complete_genome_BAC	yes	yes
1_CP008953_1_Amycolatopsis_japonica_strain_MG417_CF17__complete_genome_BAC	yes	yes
1_CP009264_2_Vibrio_coralliilyticus_strain_OCN014_chromosome_1__complete_sequence_BAC	yes	yes
1_CP009285_1_Paenibacillus_borealis_strain_DSM_13188__complete_genome_BAC	yes	yes
1_CP009286_1_Paenibacillus_stellifer_strain_DSM_14472__complete_genome_BAC	yes	yes
1_CP009287_1_Paenibacillus_graminis_strain_DSM_15220__complete_genome_BAC	yes	yes
1_CP009288_1_Paenibacillus_durus_strain_DSM_1735__complete_genome_BAC	yes	yes
1_CP009291_1_Novosphingobium_pentaromativorans_US6_1__complete_genome_BAC	yes	yes
1_CP009302_1_Coriobacteriaceae_bacterium_68_1_3__complete_genome_BAC	yes	yes
1_CP009354_1_Vibrio_tubiashii_ATCC_19109_chromosome_1__complete_sequence_BAC	yes	yes
